,Unnamed: 0,Index,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Month,Quarter,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day,Company_Hyundai India,Company_Maruti Suzuki,Company_Tata Motors,Car_Model_Alcazar,Car_Model_Baleno,Car_Model_Brezza,Car_Model_Creta,Car_Model_Dzire,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Harrier,Car_Model_Nexon,Car_Model_Nexon EV,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Venue,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Electric SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium Hatchback,Car_Type_Premium SUV,Car_Type_SUV,Car_Type_Sedan,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Region_Central,Region_East,Region_North,Region_South,Region_West,Season_Festive,Season_Monsoon,Season_Summer,Season_Winter
Quarter,0.16083994973027854,0.16083994973027854,-0.0003676978804652557,0.09322544080401796,-0.004807001404014216,0.09289502221499565,-0.0038966535175701342,-0.004266012937917555,0.004295321410128134,0.07136954178729651,-0.030941164765398647,0.9714262484737947,1.0,0.005222492613071583,0.051404723682747046,-0.0009586108843911258,0.27526907654044647,0.010837851564230807,1.0866323994088148e-14,-1.446489027908201e-15,-9.645391701555627e-15,3.5867093683026375e-15,-6.423347459940446e-16,-7.026576761108453e-16,3.6060016624635e-15,-8.075360891281779e-16,-5.748211940414752e-16,-8.47220904401275e-16,-3.4918005773308583e-15,-3.2743479316168347e-15,-3.2910186363152727e-15,-3.54283956991414e-15,-9.10088778956911e-16,-3.3621155491551697e-15,-3.31643593924214e-15,3.947169265914443e-15,3.6191928479194636e-15,3.664778505868101e-15,3.4159220039876605e-15,-3.5624393924385386e-17,-3.2910186363152727e-15,7.291836472248795e-17,-7.659893073111271e-17,-6.423347459940446e-16,3.947169265914443e-15,9.243357061958245e-17,-2.3432835612303363e-16,-0.0027423370080726732,-0.0010123467212039472,0.004266922967106505,0.002478339378795663,-0.0027423370080728975,0.0024783393787957105,-0.0027423370080726307,4.4410564497089e-16,3.0945735618612434e-16,4.3181048885874016e-16,3.942737340400724e-16,2.688567232206713e-16,0.5978211221563984,0.156196416898232,-0.4383262369093339,-0.2463774584852622
Is_Weekend,0.00024390110782768776,0.00024390110782768776,-0.0003482521143093762,-0.003932290940666515,-0.0022592221772223357,-0.005495386130795234,0.0030257292401848507,-0.006352471929822404,0.005012497885756023,-0.002806618983518004,0.0015112710978263807,0.008209954848040673,0.005222492613071583,1.0,-0.05044750294480759,-0.0008735979244739459,-0.009418744637706712,0.0002093428409477936,-1.0814949151211864e-15,-6.205910256569614e-16,1.6955409152082261e-15,-3.6913429187253556e-16,-2.1117328056249847e-16,-2.1190494480645946e-16,-3.7112649743930935e-16,-2.1161554000801213e-16,-2.1273851214846448e-16,-2.168431689377044e-16,5.811864866556724e-16,5.857079271159156e-16,5.795947602642141e-16,5.813750073870547e-16,-2.1109175808406238e-16,5.859687990469092e-16,5.867524338708719e-16,-3.719381556152355e-16,-3.713995977420687e-16,-3.7052526916084526e-16,-3.700605910337615e-16,3.038343461681948e-18,5.795947602642141e-16,-1.0866884984576762e-18,1.7994559400973436e-18,-2.1117328056249847e-16,-3.719381556152355e-16,-1.3522538721441609e-18,3.5087198664898585e-18,-0.25770378116168824,-0.2591465159891107,0.6436429366813554,0.647246322231176,-0.25770378116168935,-0.25914651598910937,-0.25770378116168885,4.343958987302002e-18,-2.002749495489048e-18,-9.220117141237452e-20,8.58988128601362e-19,4.631649984177337e-18,-0.007153011300425671,0.0079484196963257,-0.004237132068630732,0.0017559900995960105
Is_Holiday,0.006742484791728067,0.006742484791728067,-8.534607407067529e-05,0.040875751528348686,-0.003994223368782032,0.041955483165661944,-9.341251753597042e-05,0.003412041706991179,0.0019131174650770123,0.03316037596411883,-0.023521610360571373,0.0379318160515073,0.051404723682747046,-0.05044750294480759,1.0,0.009009770813669693,0.11594070376064099,0.03736327873983531,2.1150446975357106e-16,1.1804419805742038e-16,-3.7286867451144584e-16,4.446522115592533e-17,3.747096056633245e-17,3.340768282725451e-17,3.482073604177339e-17,3.085748341788045e-17,4.3251600732793875e-17,2.26730650864958e-17,-8.366633395713892e-17,-8.386038620882077e-17,-8.579455792467399e-17,-9.043805189628044e-17,4.1570049766402546e-17,-9.903456664578207e-17,-9.014864942456771e-17,5.197354380133708e-17,3.537572548158316e-17,3.5262381325487223e-17,5.813770178157673e-17,2.2953269083546164e-17,-8.579455792467399e-17,1.0629698055346818e-17,1.1640470290203484e-17,3.747096056633245e-17,5.197354380133708e-17,-4.579810947852154e-18,-4.8437263758334176e-18,0.051722596656012775,0.02695228543612681,-0.044300814532674024,-0.020868395762438,0.003710891061669426,-0.020868395762437947,0.0037108910616694495,2.073304273829761e-17,-1.6424232519258333e-18,3.218979856031782e-17,1.449611773353704e-17,2.6360802273190314e-17,0.10484825968092992,-0.08315011733739104,0.018661748325394904,-0.018498597768083287
Promotion_Active,0.021767723050765332,0.021767723050765332,0.012126000473428173,-0.0059766462292983585,-0.007701664743824554,-0.002225337396679529,-0.00953158634233834,-0.00480180297525137,0.012835010707525204,0.0034944612387440943,-0.00010210871273702522,-0.0006142521914456521,-0.0009586108843911258,-0.0008735979244739459,0.009009770813669693,1.0,-0.00017190108669492584,-0.0008779240713080802,0.03612954423564581,-0.032857608469410673,-0.003271935766235212,0.00990280056757121,-0.014138954681074869,-0.01271636561310765,0.009760541660774379,-0.011009258731546902,-0.007879562782018859,-0.013143142333497806,0.0017940428801597526,-0.0064569737140502325,-0.003754054484912524,-0.0024737243237419326,-0.008733116222799169,-0.0013356530693681616,0.0054927744568747695,0.013174755423895922,0.013174755423895875,0.01815381716178111,0.010187318381164608,-0.003686947398461629,-0.003754054484912524,7.286457309217364e-05,-0.0002768853777500949,-0.014138954681074869,0.013174755423895922,-0.0009763852794344782,0.0077673634916208024,-0.006124844619909733,-0.0055239446879966105,0.0016175704815296235,-0.0027366156571927533,0.004042905332582893,0.006461570144459974,0.002270545249120917,-0.0026720542728020883,0.002378780023348307,-0.0035681700350224045,0.0019714546768845854,0.0018899896075918502,-0.0021817537430333907,-0.0006171897393658794,0.0025345660277913207,1.0637706778818871e-05
Seasonality_Flag,0.043606521773483856,0.043606521773483856,-0.007306602787336204,0.35311668800971274,-0.0062049421579506,0.3478582997410154,-0.002393296812017342,0.005746437458286666,0.006901728025629756,0.26454192684159,-0.20692598531571846,0.19796998743633312,0.27526907654044647,-0.009418744637706712,0.11594070376064099,-0.00017190108669492584,1.0,0.0006518358094776821,0.008747815850775012,0.0020277955880622337,-0.010775611438837115,-0.028176977555810685,-0.00182778327428526,0.012001904332030895,0.012001904332013561,0.012001904332030924,-0.028176977555792588,0.01200190433203083,0.012001904332048834,0.012001904332048908,-0.02817697755577546,-0.028176977555775373,-0.001827783274285072,-0.0018277832742673466,0.012001904332048717,0.012001904332013726,0.012001904332013681,0.012001904332013506,-0.0018277832743028024,0.02213041811226784,-0.02817697755577546,-0.003370265831113482,-0.05195577944955501,-0.00182778327428526,0.012001904332013726,0.022130418112267344,0.022130418112267545,-0.0028988689493572714,-0.0039703175857372834,-0.008196730936131609,-0.00397031758573729,0.0031865130624781587,0.007367635847167482,0.008484375049252606,7.970737849541132e-17,6.6638230337481554e-18,2.55183984442645e-16,1.0321360571180004e-16,1.622844453225493e-16,0.8112701031842856,-0.7745394834598796,0.14999119696774407,-0.005461409930492938
Day,0.01599654533548171,0.01599654533548171,-0.00023003246791616528,0.0005801603680014901,-0.0039384324654867875,-0.0012949893480654927,-4.9057652989039584e-05,0.001225294106304441,-0.0006543991261147298,-0.001980857315396087,0.004179490254152467,0.009157081161824523,0.010837851564230807,0.0002093428409477936,0.03736327873983531,-0.0008779240713080802,0.0006518358094776821,1.0,-2.693646863131874e-15,-4.24851264682304e-16,3.0353377873913468e-15,-9.298182784959463e-16,-1.0255416342326732e-16,-1.0057261832933981e-16,-9.327613080970211e-16,-8.926910856212086e-17,-1.188349663571588e-16,-9.720784095489594e-17,1.0092566472930975e-15,1.0247249163223438e-15,1.0347866132013052e-15,1.0184614598071189e-15,-1.0915485079695841e-16,1.002445922833859e-15,1.006988916210096e-15,-9.39801316067973e-16,-9.258627195183295e-16,-9.339052152521715e-16,-9.153123307749853e-16,-2.3247641541648234e-18,1.0347866132013052e-15,1.2849979563640272e-17,4.851145022584637e-18,-1.0255416342326732e-16,-9.39801316067973e-16,1.0669227348229001e-17,-2.8510249246386e-17,-0.004815618819709875,-0.007781972732988396,0.0005220875596804472,-0.00025030800145831137,0.0027461318844263964,0.011711747748618991,-0.002146765630014749,5.859239389287192e-17,2.005344232227251e-17,3.4364186002074296e-17,3.4893219655385995e-17,3.9117821727484095e-17,0.0007821175783039755,0.0012368903761432373,0.006471995773155919,-0.008534624688468726
Company_Hyundai India,0.8164965810220476,0.8164965810220476,0.2950320673847589,-0.09684696795334252,-0.16708494370508623,0.01129390091239989,-0.24702172307218825,-0.1592133528622825,0.25228656805514754,0.12541696045152864,-0.12406374155256347,5.46163235822128e-15,1.0866323994088148e-14,-1.0814949151211864e-15,2.1150446975357106e-16,0.03612954423564581,0.008747815850775012,-2.693646863131874e-15,1.0,-0.5000000000000003,-0.5000000000000019,0.34299717028501614,-0.17149858514250968,-0.17149858514251046,0.34299717028501703,-0.1714985851425097,-0.17149858514250949,-0.17149858514251093,-0.1714985851425118,-0.17149858514251182,-0.17149858514251146,-0.17149858514251187,-0.17149858514250982,-0.17149858514251157,-0.17149858514251165,0.34299717028501814,0.34299717028501564,0.3429971702850159,0.34299717028501686,-8.142155922405062e-16,-0.17149858514251146,1.6666997495666772e-15,4.799275732072014e-16,-0.17149858514250968,0.34299717028501814,4.17458991514439e-16,-1.406778003347932e-15,1.3988082243365856e-15,-4.483031565120567e-16,1.1325977923348306e-15,-2.6868283290702773e-17,8.977399915928777e-16,-6.005206125299371e-16,2.1441825748745506e-15,3.3036735689591813e-15,1.803389099906322e-15,2.2812049994466543e-15,2.4580909858003052e-15,2.2092715141537674e-15,-1.521625690249852e-15,-1.3823156923030255e-15,6.002652097846505e-16,-1.1061435626547696e-16
Company_Maruti Suzuki,-7.312888879864846e-18,-7.312888879864846e-18,-0.2789368427696729,0.1163376345284857,0.14691532685977224,-0.04497446001082057,0.22534199050120807,0.13761111624980238,-0.22088845293382126,-0.12979844403057206,0.08397065012313934,-4.425448329884319e-15,-1.446489027908201e-15,-6.205910256569614e-16,1.1804419805742038e-16,-0.032857608469410673,0.0020277955880622337,-4.24851264682304e-16,-0.5000000000000003,1.0,-0.5000000000000002,-0.1714985851425085,0.3429971702850248,0.3429971702850258,-0.17149858514250865,0.34299717028502624,0.3429971702850254,0.34299717028502513,-0.1714985851425081,-0.17149858514250807,-0.17149858514250782,-0.17149858514250857,0.34299717028502363,-0.17149858514250782,-0.1714985851425083,-0.17149858514250937,-0.17149858514250782,-0.17149858514250804,-0.17149858514250835,2.421178342241979e-16,-0.17149858514250782,-3.423903118670771e-17,2.1848334516966114e-16,0.3429971702850248,-0.17149858514250937,8.663587934910556e-16,5.749001811748766e-16,-2.265251946647729e-16,-4.916376568192263e-16,-3.001979857366952e-17,-6.903403432637714e-16,-1.7892173988488815e-15,7.354348890051739e-16,-1.1602260497023289e-15,4.1983685260928564e-16,-6.663876373071533e-17,-1.2837210720997114e-16,-2.160208362183737e-16,3.523915192089472e-16,-4.540804284627984e-16,-1.916770695104837e-15,5.835569795548589e-16,8.623349907151932e-16
Company_Tata Motors,-0.8164965810220439,-0.8164965810220439,-0.016095224615086206,-0.01949066657514298,0.020169616845314296,0.03368055909842018,0.021679732570979826,0.021602236612481618,-0.031398115121325884,0.00438148357904218,0.04009309142942516,-1.4582278410661394e-15,-9.645391701555627e-15,1.6955409152082261e-15,-3.7286867451144584e-16,-0.003271935766235212,-0.010775611438837115,3.0353377873913468e-15,-0.5000000000000019,-0.5000000000000002,1.0,-0.1714985851425091,-0.17149858514250851,-0.17149858514250896,-0.1714985851425091,-0.17149858514250987,-0.17149858514250937,-0.1714985851425077,0.34299717028502663,0.3429971702850264,0.34299717028502574,0.3429971702850272,-0.17149858514250735,0.3429971702850259,0.3429971702850267,-0.17149858514250998,-0.17149858514250835,-0.17149858514250838,-0.1714985851425088,5.734497410825216e-16,0.34299717028502574,-1.633788687537365e-15,-7.003368338637264e-16,-0.17149858514250851,-0.17149858514250998,-1.2809979517630318e-15,8.348597493000027e-16,-1.163041586698124e-15,9.408702755268869e-16,-1.0790929822593891e-15,7.288795331218174e-16,8.930741164758676e-16,-1.3267387068871167e-16,-9.71354499255644e-16,-3.724365094560951e-15,-1.7364729030576143e-15,-2.153607020130404e-15,-2.242114896859015e-15,-2.5614314662037414e-15,1.7681275400209425e-15,3.5436591592850102e-15,-1.2578704262196677e-15,-7.048689812635661e-16
Car_Model_Alcazar,0.2801517952294848,0.2801517952294848,0.1968251712605328,-0.18467129499788965,-0.06017591710424522,-0.035991898369073246,-0.08653556659552102,-0.054020752727572424,0.08920517075093948,0.01334506009210114,-0.014618463892773317,2.2100927895112698e-15,3.5867093683026375e-15,-3.6913429187253556e-16,4.446522115592533e-17,0.00990280056757121,-0.028176977555810685,-9.298182784959463e-16,0.34299717028501614,-0.1714985851425085,-0.1714985851425091,1.0,-0.058823529411764004,-0.058823529411764296,-0.05882352941176523,-0.05882352941176401,-0.05882352941176394,-0.05882352941176451,-0.05882352941176481,-0.05882352941176479,-0.05882352941176468,-0.05882352941176487,-0.0588235294117641,-0.05882352941176471,-0.058823529411764795,-0.05882352941176509,-0.05882352941176511,-0.05882352941176497,-0.058823529411764865,-0.10846522890932797,-0.05882352941176468,-0.10846522890932707,0.542326144546637,-0.058823529411764004,-0.05882352941176509,-0.1084652289093273,-0.10846522890932862,4.778982188627771e-16,-1.5824592772150808e-16,3.80294251177556e-16,-1.1958062766476174e-17,3.111346838278812e-16,-2.091876558321943e-16,7.382053427490812e-16,1.133202869542434e-15,6.186470491726427e-16,7.827188103815445e-16,8.433491467572191e-16,7.577223653852917e-16,-6.449653640378933e-16,-4.810745027566319e-16,5.428663503255698e-16,2.4551957812370604e-16
Car_Model_Baleno,9.577839153144738e-05,9.577839153144738e-05,-0.17784901108331488,0.05931990824983737,0.05266902488733116,-0.07229145157391566,0.08201010922031894,0.043813843968279524,-0.07338286042354608,-0.08528322422697604,0.04372558552204647,-1.405755770152359e-15,-6.423347459940446e-16,-2.1117328056249847e-16,3.747096056633245e-17,-0.014138954681074869,-0.00182778327428526,-1.0255416342326732e-16,-0.17149858514250968,0.3429971702850248,-0.17149858514250851,-0.058823529411764004,1.0,-0.05882352941176501,-0.05882352941176419,-0.05882352941176492,-0.05882352941176512,-0.05882352941176512,-0.0588235294117653,-0.058823529411765205,-0.05882352941176509,-0.05882352941176531,-0.05882352941176516,-0.05882352941176512,-0.05882352941176521,-0.05882352941176457,-0.05882352941176403,-0.05882352941176434,-0.05882352941176462,-0.10846522890932798,-0.05882352941176509,-0.10846522890932807,-0.10846522890932865,1.0,-0.05882352941176457,-0.10846522890932746,-0.10846522890932793,-7.680053995139686e-17,-1.6554732378845207e-16,-6.437885187159183e-18,-2.353290562610335e-16,-6.1398187149683145e-16,2.5411457749125815e-16,-3.985010399558179e-16,1.4409417415341008e-16,-2.2664287613690035e-17,-4.3821191173841153e-17,-7.37055548698597e-17,1.2095505192949912e-16,1.0357631711783693e-16,-4.789459085198429e-16,-1.3731556555545352e-16,3.269896201889137e-17
Car_Model_Brezza,-3.1926130510488585e-05,-3.1926130510488585e-05,-0.023693838141494887,0.12285166030290448,0.04347266521473552,0.18198694976031932,0.07100282932762589,0.03945765268812432,-0.08028215874148971,0.09511352431170782,-0.07880379033969867,-1.6337586479937287e-15,-7.026576761108453e-16,-2.1190494480645946e-16,3.340768282725451e-17,-0.01271636561310765,0.012001904332030895,-1.0057261832933981e-16,-0.17149858514251046,0.3429971702850258,-0.17149858514250896,-0.058823529411764296,-0.05882352941176501,1.0,-0.05882352941176444,-0.05882352941176522,-0.058823529411765184,-0.058823529411764906,-0.058823529411765434,-0.05882352941176539,-0.05882352941176531,-0.05882352941176546,-0.058823529411765475,-0.05882352941176531,-0.058823529411765406,-0.058823529411764844,-0.058823529411764316,-0.0588235294117646,-0.05882352941176495,0.5423261445466423,-0.05882352941176531,-0.10846522890932811,-0.10846522890932797,-0.05882352941176499,-0.058823529411764844,-0.10846522890932674,-0.10846522890932808,-7.64848571951243e-17,-1.6348352901775446e-16,-9.262883380818181e-18,-2.3540126282107724e-16,-6.145077897421463e-16,2.5353692501091043e-16,-4.004775171709782e-16,1.4417244991945882e-16,-2.3070918707170476e-17,-4.397285047056036e-17,-7.380886736990187e-17,1.1988940795274196e-16,6.82401091906645e-17,-7.076643356822605e-16,-1.1687803568678213e-16,1.6821638147301673e-16
Car_Model_Creta,0.28002409070744305,0.28002409070744305,-0.0018041126380550717,0.21420553881448462,-0.05374557231829763,0.2873192174488019,-0.08284443106813766,-0.05460195736051225,0.09334112806279868,0.2777503944618235,-0.1590010879452294,1.9376752782523177e-15,3.6060016624635e-15,-3.7112649743930935e-16,3.482073604177339e-17,0.009760541660774379,0.012001904332013561,-9.327613080970211e-16,0.34299717028501703,-0.17149858514250865,-0.1714985851425091,-0.05882352941176523,-0.05882352941176419,-0.05882352941176444,1.0,-0.05882352941176421,-0.05882352941176412,-0.05882352941176463,-0.0588235294117649,-0.0588235294117649,-0.05882352941176481,-0.058823529411764996,-0.05882352941176427,-0.058823529411764816,-0.05882352941176493,-0.05882352941176517,-0.058823529411765094,-0.058823529411764656,-0.058823529411764545,-0.10846522890932868,-0.05882352941176481,-0.10846522890932736,-0.10846522890932779,-0.05882352941176419,-0.05882352941176517,0.5423261445466414,-0.10846522890932896,4.763652792154076e-16,-1.605706507432722e-16,3.8019868959162824e-16,-1.2470072919511886e-17,3.113291022268385e-16,-2.105805860177608e-16,7.393797616878664e-16,1.132831059653704e-15,6.186159690890651e-16,7.8241606734521e-16,8.43446415907677e-16,7.57280337529959e-16,-8.984580862650747e-16,-5.157300674122537e-16,5.667896176969552e-16,1.4487948687803841e-16
Car_Model_Dzire,-9.577839153145104e-05,-9.577839153145104e-05,-0.1909062746551062,0.01919791664993901,0.044882840633458446,-0.11809943308930382,0.07712939675815314,0.046343392116338256,-0.07268749807339106,-0.11547207017936723,0.09224254534167357,-1.6262538745063889e-15,-8.075360891281779e-16,-2.1161554000801213e-16,3.085748341788045e-17,-0.011009258731546902,0.012001904332030924,-8.926910856212086e-17,-0.1714985851425097,0.34299717028502624,-0.17149858514250987,-0.05882352941176401,-0.05882352941176492,-0.05882352941176522,-0.05882352941176421,1.0,-0.05882352941176511,-0.05882352941176491,-0.05882352941176515,-0.05882352941176517,-0.05882352941176506,-0.05882352941176518,-0.05882352941176508,-0.05882352941176507,-0.058823529411765135,-0.05882352941176458,-0.058823529411764,-0.05882352941176432,-0.05882352941176465,-0.10846522890932812,-0.05882352941176506,-0.1084652289093283,-0.10846522890932772,-0.05882352941176492,-0.05882352941176458,-0.10846522890932639,0.5423261445466413,-8.075019915461579e-17,-1.6692187412237079e-16,-7.407011477553563e-18,-2.3372869632116013e-16,-6.162634867415403e-16,2.529041329756196e-16,-4.0344585774352845e-16,1.437833733176287e-16,-2.376245056678363e-17,-4.4357610394115346e-17,-7.487738913217545e-17,1.200318583358081e-16,-2.105694092266136e-18,-8.172322593919414e-16,-1.4516391228390338e-17,1.9247924171566495e-16
Car_Model_Ertiga,3.192613051048141e-05,3.192613051048141e-05,-0.08985741821635178,-0.09508657517103192,0.055143279342518975,-0.115246708312825,0.07797075336016367,0.049978480192415665,-0.0779316891308096,-0.11321778862378028,0.10901044646913612,-1.300782911174108e-15,-5.748211940414752e-16,-2.1273851214846448e-16,4.3251600732793875e-17,-0.007879562782018859,-0.028176977555792588,-1.188349663571588e-16,-0.17149858514250949,0.3429971702850254,-0.17149858514250937,-0.05882352941176394,-0.05882352941176512,-0.058823529411765184,-0.05882352941176412,-0.05882352941176511,1.0,-0.05882352941176507,-0.05882352941176477,-0.058823529411764754,-0.058823529411764615,-0.058823529411764844,-0.05882352941176533,-0.058823529411764636,-0.0588235294117648,-0.058823529411764504,-0.05882352941176395,-0.05882352941176427,-0.05882352941176455,-0.10846522890932829,-0.058823529411764615,-0.10846522890932825,0.5423261445466391,-0.05882352941176512,-0.058823529411764504,-0.10846522890932675,-0.10846522890932815,-7.890948529601565e-17,-1.64371013283016e-16,-4.919444539033594e-18,-2.338166570397585e-16,-6.127165042900594e-16,2.5445066620709667e-16,-3.9883847121095643e-16,1.4399748056005573e-16,-2.2871488170877487e-17,-4.3669244098570286e-17,-7.423967186172066e-17,1.2049000179003375e-16,8.840272438611638e-17,-6.789165964531034e-16,-1.1124176100007815e-16,6.765523199915463e-17
Car_Model_Grand Vitara,0.00015963065255240321,0.00015963065255240321,0.13024425250683921,-0.12575199237284398,0.052194766534168754,0.025273803009932587,0.07636964330483281,0.04896051904470311,-0.07287220369765136,-0.015213638280293717,0.015412572142888667,-1.6002028708073208e-15,-8.47220904401275e-16,-2.168431689377044e-16,2.26730650864958e-17,-0.013143142333497806,0.01200190433203083,-9.720784095489594e-17,-0.17149858514251093,0.34299717028502513,-0.1714985851425077,-0.05882352941176451,-0.05882352941176512,-0.058823529411764906,-0.05882352941176463,-0.05882352941176491,-0.05882352941176507,1.0,-0.05882352941176535,-0.05882352941176529,-0.05882352941176522,-0.05882352941176549,-0.058823529411765094,-0.058823529411765205,-0.058823529411765454,-0.05882352941176506,-0.058823529411764504,-0.058823529411764774,-0.05882352941176513,-0.10846522890932798,-0.05882352941176522,-0.10846522890932782,-0.10846522890932825,-0.05882352941176512,-0.05882352941176506,0.5423261445466401,-0.10846522890932761,-8.27938990026356e-17,-1.6208108069472765e-16,-1.0104484382405139e-17,-2.3001662271165153e-16,-6.15087749711916e-16,2.5579239537735977e-16,-3.967756590457516e-16,1.456688983880349e-16,-2.19287256356745e-17,-4.304764242700792e-17,-7.288365932634939e-17,1.2195191683241222e-16,5.6123029757218e-18,-5.942610366688575e-16,-1.8963398694376807e-16,2.2389593333305885e-16
Car_Model_Harrier,-0.28002409070744455,-0.28002409070744455,0.1739916322637024,-0.027052946107742337,0.01300693071483016,0.19605171871176094,0.011066020090247538,0.008595800417689833,-0.0028905021765968327,0.13496229152862466,-0.09275413431049634,-1.5012216572527326e-16,-3.4918005773308583e-15,5.811864866556724e-16,-8.366633395713892e-17,0.0017940428801597526,0.012001904332048834,1.0092566472930975e-15,-0.1714985851425118,-0.1714985851425081,0.34299717028502663,-0.05882352941176481,-0.0588235294117653,-0.058823529411765434,-0.0588235294117649,-0.05882352941176515,-0.05882352941176477,-0.05882352941176535,1.0,-0.05882352941176605,-0.05882352941176546,-0.05882352941176538,-0.05882352941176498,-0.05882352941176604,-0.05882352941176573,-0.05882352941176534,-0.0588235294117648,-0.05882352941176508,-0.058823529411765406,-0.10846522890932898,-0.05882352941176546,-0.1084652289093297,-0.10846522890932972,-0.0588235294117653,-0.05882352941176534,0.5423261445466426,-0.10846522890932833,-4.0118269577058753e-16,3.2497875194122136e-16,-3.759267571779365e-16,2.5231532129963067e-16,3.030172213873609e-16,-4.306136671684906e-17,-3.318919783822933e-16,-1.2780222456460075e-15,-5.952080616979163e-16,-7.376198824383848e-16,-7.697739555712609e-16,-8.789893692647834e-16,4.0033656124646303e-16,7.88374184773452e-16,-3.827248006165641e-16,-2.7880740308904383e-16
Car_Model_Nexon,-0.2800879429684658,-0.2800879429684658,-0.11169490582077245,0.16779408278334024,0.009913128298910662,0.08858115425811078,0.010226773914496121,0.009480687314807423,-0.014588525046389716,0.059568491000376755,-0.058118797555408955,8.49476715553667e-17,-3.2743479316168347e-15,5.857079271159156e-16,-8.386038620882077e-17,-0.0064569737140502325,0.012001904332048908,1.0247249163223438e-15,-0.17149858514251182,-0.17149858514250807,0.3429971702850264,-0.05882352941176479,-0.058823529411765205,-0.05882352941176539,-0.0588235294117649,-0.05882352941176517,-0.058823529411764754,-0.05882352941176529,-0.05882352941176605,1.0,-0.05882352941176599,-0.058823529411765864,-0.05882352941176499,-0.05882352941176592,-0.05882352941176561,-0.05882352941176535,-0.05882352941176475,-0.05882352941176507,-0.05882352941176538,0.5423261445466405,-0.05882352941176599,-0.10846522890932957,-0.10846522890933004,-0.058823529411765205,-0.05882352941176535,-0.10846522890932751,-0.1084652289093282,-4.0224441794251956e-16,3.280248841401477e-16,-3.7971099598068755e-16,2.5388745503875983e-16,3.0194627257954704e-16,-4.875386934136917e-17,-3.366064597956471e-16,-1.2773373326930838e-15,-5.950086311616241e-16,-7.383816322646014e-16,-7.695115015321578e-16,-8.785792848286843e-16,5.261793354068128e-16,8.220176907472249e-16,-4.721781824783539e-16,-3.545893704614185e-16
Car_Model_Nexon EV,-0.2798963861854021,-0.2798963861854021,0.152244507999726,-0.03447182880646341,0.0011713400407826562,0.1635107973727736,0.004674945901897203,0.009208851879831727,-0.012075079884892547,0.11583354922358673,-0.07852890671465652,9.206481943429349e-17,-3.2910186363152727e-15,5.795947602642141e-16,-8.579455792467399e-17,-0.003754054484912524,-0.02817697755577546,1.0347866132013052e-15,-0.17149858514251146,-0.17149858514250782,0.34299717028502574,-0.05882352941176468,-0.05882352941176509,-0.05882352941176531,-0.05882352941176481,-0.05882352941176506,-0.058823529411764615,-0.05882352941176522,-0.05882352941176546,-0.05882352941176599,1.0,-0.0588235294117656,-0.05882352941176487,-0.05882352941176594,-0.05882352941176556,-0.058823529411765246,-0.058823529411764656,-0.058823529411764955,-0.05882352941176529,-0.10846522890932886,1.0,-0.10846522890932944,-0.10846522890932975,-0.05882352941176509,-0.058823529411765246,-0.108465228909327,-0.10846522890932811,-4.015692259095306e-16,3.2549929559680744e-16,-3.783085473265152e-16,2.476255052248053e-16,3.0591372600911067e-16,-4.31558916681787e-17,-3.325332295761412e-16,-1.276660477539602e-15,-5.961093841216815e-16,-7.381096815332913e-16,-7.696217207174379e-16,-8.775568076346726e-16,4.966236760616188e-16,8.304241733534803e-16,-4.561701014222909e-16,-3.7102419392687e-16
