,Date,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,EV_Charging_Stations_Nearby,Govt_Subsidy_Applied,Dealer_Network_Size,Service_Type,Warranty_Years,Export_Units
68,2023-01-03,Tata Motors,Tigor,Sedan,West,711129.33,2.0,187.0,1038248.82,161.0,19.0,4.0,6448.75,0.06,Winter,1,1,Tuesday,0,0,1,1.0,10.0,0.0,,,,
69,2023-01-03,Tata Motors,Tigor,Sedan,Central,690747.55,10.0,151.0,5042457.12,166.5,39.0,10.0,30285.028,0.01,Winter,1,1,Tuesday,0,0,1,1.0,17.0,0.0,,,,
70,2023-01-03,Tata Motors,Nexon,Compact SUV,North,913474.44,16.0,263.0,10669381.46,233.5,47.0,12.0,45693.282,0.01,Winter,1,1,Tuesday,0,0,1,1.0,15.0,0.0,,,,
71,2023-01-03,Tata Motors,Nexon,Compact SUV,South,868119.13,19.0,200.0,12040812.33,222.0,39.0,9.0,54237.893,0.01,Winter,1,1,Tuesday,0,0,0,1.0,13.0,0.0,,,,
72,2023-01-03,Tata Motors,Nexon,Compact SUV,East,932746.17,18.0,155.0,12256284.67,99.0,18.0,9.0,123800.855,0.0,Winter,1,1,Tuesday,0,0,0,1.0,11.0,0.0,,,,
73,2023-01-03,Tata Motors,Nexon,Compact SUV,West,858634.12,15.0,223.0,9402043.61,132.5,57.0,14.0,70958.82,0.01,Winter,1,1,Tuesday,0,0,0,1.0,13.0,0.0,,,,
74,2023-01-03,Tata Motors,Nexon,Compact SUV,Central,900271.99,11.0,184.0,7229184.08,143.0,39.0,14.0,50553.735,0.01,Winter,1,1,Tuesday,0,0,0,1.0,16.0,0.0,,,,
75,2023-01-03,Tata Motors,Harrier,SUV,North,1480458.0,11.0,234.0,11888077.74,204.5,,9.0,58132.409,0.01,Winter,1,1,Tuesday,0,0,1,1.0,5.0,0.0,,,,
76,2023-01-03,Tata Motors,Harrier,SUV,South,1555554.0,7.0,102.0,7948880.94,102.0,19.0,5.0,77930.205,0.0,Winter,1,1,Tuesday,0,0,0,1.0,15.0,0.0,,,,
77,2023-01-03,Tata Motors,Harrier,SUV,East,1497263.0,9.0,136.0,9837017.91,140.0,51.0,6.0,70264.414,0.01,Winter,1,1,Tuesday,0,0,0,1.0,10.0,0.0,,,,
78,2023-01-03,Tata Motors,Harrier,SUV,West,1508420.62,10.0,60.0,11011470.53,93.0,54.0,10.0,118402.909,0.0,Winter,1,1,Tuesday,0,0,0,1.0,15.0,0.0,,,,
79,2023-01-03,Tata Motors,Harrier,SUV,Central,1491188.76,7.0,207.0,7619974.56,196.0,25.0,13.0,38877.421,0.01,Winter,1,1,Tuesday,0,0,1,1.0,6.0,0.0,,,,
80,2023-01-03,Tata Motors,Safari,MPV,North,1569389.78,10.0,136.0,11456545.39,114.0,27.0,14.0,100496.012,0.0,Winter,1,1,Tuesday,0,0,0,1.0,0.0,0.0,,,,
81,2023-01-03,Tata Motors,Safari,MPV,South,1581126.22,8.0,153.0,9233777.12,162.0,45.0,10.0,56998.624,0.01,Winter,1,1,Tuesday,0,0,0,1.0,12.0,0.0,,,,
82,2023-01-03,Tata Motors,Safari,MPV,East,1731507.64,6.0,110.0,7584003.46,77.0,21.0,9.0,98493.551,0.0,Winter,1,1,Tuesday,0,0,0,1.0,12.0,0.0,,,,
83,2023-01-03,Tata Motors,Safari,MPV,West,1590086.62,,272.0,4643052.93,208.5,34.0,8.0,22268.839,0.02,Winter,1,1,Tuesday,0,0,0,1.0,18.0,0.0,,,,
84,2023-01-03,Tata Motors,Safari,MPV,Central,1676884.99,6.0,240.0,7344756.26,173.5,30.0,11.0,42332.889,0.01,Winter,1,1,Tuesday,0,0,1,1.0,11.0,0.0,,,,
85,2023-01-03,Tata Motors,Nexon EV,Electric SUV,North,1425190.02,7.0,167.0,7282721.0,205.5,31.0,6.0,35439.032,0.01,Winter,1,1,Tuesday,0,0,1,1.0,15.0,1.0,,,,
86,2023-01-03,Tata Motors,Nexon EV,Electric SUV,South,1508814.62,8.0,168.0,8811477.38,191.0,24.0,,46133.389,0.01,Winter,1,1,Tuesday,0,0,0,1.0,7.0,1.0,,,,
87,2023-01-03,Tata Motors,Nexon EV,Electric SUV,East,1512932.93,8.0,221.0,8835528.31,159.5,18.0,9.0,55395.162,0.01,Winter,1,1,Tuesday,0,0,0,1.0,2.0,1.0,,,,
88,2023-01-03,Tata Motors,Nexon EV,Electric SUV,West,1525595.19,5.0,143.0,5568422.44,194.5,26.0,7.0,28629.421,0.01,Winter,1,1,Tuesday,0,0,0,1.0,7.0,0.0,,,,
89,2023-01-03,Tata Motors,Nexon EV,Electric SUV,Central,1532454.32,17.0,278.0,19017758.11,253.0,42.0,10.0,75169.004,0.0,Winter,1,1,Tuesday,0,0,0,1.0,11.0,0.0,,,,
90,2023-01-04,Tata Motors,Tiago,Hatchback,North,565001.21,16.0,63.0,6599214.13,87.0,19.0,8.0,75853.036,0.0,Winter,1,1,Wednesday,0,0,0,1.08,5.0,0.0,,,,
91,2023-01-04,Tata Motors,Tiago,Hatchback,South,540203.63,17.0,160.0,6703927.05,129.0,45.0,12.0,51968.427,0.01,Winter,1,1,Wednesday,0,0,0,1.08,15.0,0.0,,,,
92,2023-01-04,Tata Motors,Tiago,Hatchback,East,563423.42,7.0,246.0,2879093.68,174.5,27.0,5.0,16499.104,0.02,Winter,1,1,Wednesday,0,0,0,1.08,12.0,0.0,,,,
93,2023-01-04,Tata Motors,Tiago,Hatchback,West,531310.64,,250.0,5817851.51,211.0,35.0,13.0,27572.756,0.01,Winter,1,1,Wednesday,0,0,0,1.08,4.0,0.0,,,,
94,2023-01-04,Tata Motors,Tiago,Hatchback,Central,573400.56,14.0,70.0,5860153.72,121.0,49.0,10.0,48431.022,0.01,Winter,1,1,Wednesday,0,0,1,1.08,11.0,0.0,,,,
95,2023-01-04,Tata Motors,Tigor,Sedan,North,720394.41,3.0,53.0,1577663.76,103.0,43.0,13.0,15317.124,0.02,Winter,1,1,Wednesday,0,0,0,1.0,5.0,0.0,,,,
96,2023-01-04,Tata Motors,Tigor,Sedan,South,724270.52,12.0,251.0,6344609.76,163.0,47.0,,38923.986,0.01,Winter,1,1,Wednesday,0,0,1,1.0,6.0,0.0,,,,
97,2023-01-04,Tata Motors,Tigor,Sedan,East,710283.07,9.0,173.0,4666559.77,179.5,25.0,8.0,25997.547,0.01,Winter,1,1,Wednesday,0,0,1,1.0,12.0,0.0,,,,
98,2023-01-04,Tata Motors,Tigor,Sedan,West,709636.18,14.0,57.0,7252481.76,51.0,47.0,9.0,142205.525,0.0,Winter,1,1,Wednesday,0,0,0,1.0,18.0,0.0,,,,
99,2023-01-04,Tata Motors,Tigor,Sedan,Central,665355.77,4.0,127.0,1942838.85,144.0,47.0,7.0,13491.936,0.03,Winter,1,1,Wednesday,0,0,1,1.0,16.0,0.0,,,,
100,2023-01-04,Tata Motors,Nexon,Compact SUV,North,937749.84,14.0,242.0,9583803.36,204.5,23.0,15.0,46864.564,0.01,Winter,1,1,Wednesday,0,0,1,1.0,13.0,0.0,,,,
101,2023-01-04,Tata Motors,Nexon,Compact SUV,South,866163.51,16.0,79.0,10116789.8,161.0,37.0,5.0,62837.204,0.01,Winter,1,1,Wednesday,0,0,0,1.0,4.0,0.0,,,,
102,2023-01-04,Tata Motors,Nexon,Compact SUV,East,892738.93,16.0,110.0,10427190.7,125.0,53.0,11.0,83417.526,0.0,Winter,1,1,Wednesday,0,0,0,1.0,14.0,0.0,,,,
103,2023-01-04,Tata Motors,Nexon,Compact SUV,West,936403.81,15.0,174.0,10253621.72,175.0,25.0,11.0,58592.124,0.01,Winter,1,1,Wednesday,0,0,0,1.0,16.0,0.0,,,,
104,2023-01-04,Tata Motors,Nexon,Compact SUV,Central,908889.75,9.0,103.0,5971405.66,142.0,,5.0,42052.153,0.01,Winter,1,1,Wednesday,0,0,1,1.0,0.0,0.0,,,,
105,2023-01-04,Tata Motors,Harrier,SUV,North,1579090.51,8.0,188.0,9221888.58,216.5,49.0,13.0,42595.328,0.01,Winter,1,1,Wednesday,0,0,0,1.0,8.0,0.0,,,,
106,2023-01-04,Tata Motors,Harrier,SUV,South,1608394.22,13.0,146.0,15263661.15,121.0,29.0,12.0,126145.96,0.0,Winter,1,1,Wednesday,0,0,1,1.0,12.0,0.0,,,,
107,2023-01-04,Tata Motors,Harrier,SUV,East,1511475.56,3.0,189.0,3310131.48,164.5,,8.0,20122.38,0.02,Winter,1,1,Wednesday,0,0,0,1.0,4.0,0.0,,,,
108,2023-01-04,Tata Motors,Harrier,SUV,West,1553393.82,5.0,142.0,5669887.44,135.0,20.0,10.0,41999.166,0.01,Winter,1,1,Wednesday,0,0,0,1.0,17.0,0.0,,,,
109,2023-01-04,Tata Motors,Harrier,SUV,Central,1563894.64,11.0,264.0,12558073.96,234.0,24.0,9.0,53666.983,0.01,Winter,1,1,Wednesday,0,0,0,1.0,1.0,0.0,,,,
110,2023-01-04,Tata Motors,Safari,MPV,North,1640218.08,4.0,247.0,4789436.79,185.5,46.0,4.0,25819.066,0.01,Winter,1,1,Wednesday,0,0,0,1.0,3.0,0.0,,,,
111,2023-01-04,Tata Motors,Safari,MPV,South,1626661.48,7.0,,8312240.16,198.5,27.0,15.0,41875.265,0.01,Winter,1,1,Wednesday,0,0,0,1.0,6.0,0.0,,,,
112,2023-01-04,Tata Motors,Safari,MPV,East,1711952.26,5.0,64.0,6248625.75,111.5,20.0,11.0,56041.487,0.01,Winter,1,1,Wednesday,0,0,0,1.0,5.0,0.0,,,,
113,2023-01-04,Tata Motors,Safari,MPV,West,1635317.46,5.0,263.0,5968908.73,172.0,38.0,10.0,34702.958,0.01,Winter,1,1,Wednesday,0,0,1,1.0,7.0,0.0,,,,
114,2023-01-04,Tata Motors,Safari,MPV,Central,1620845.51,4.0,189.0,4732868.89,128.5,53.0,14.0,36831.665,0.01,Winter,1,1,Wednesday,0,0,1,1.0,2.0,0.0,,,,
115,2023-01-04,Tata Motors,Nexon EV,Electric SUV,North,1478819.37,9.0,,9715843.26,105.0,,9.0,92531.841,0.0,Winter,1,1,Wednesday,0,0,0,1.0,8.0,0.0,,,,
116,2023-01-04,Tata Motors,Nexon EV,Electric SUV,South,1540718.14,11.0,139.0,12371966.66,166.0,49.0,8.0,74529.92,0.0,Winter,1,1,Wednesday,0,0,0,1.0,15.0,1.0,,,,
117,2023-01-04,Tata Motors,Nexon EV,Electric SUV,East,1490855.04,10.0,193.0,10883241.79,148.5,29.0,10.0,73287.824,0.0,Winter,1,1,Wednesday,0,0,0,1.0,1.0,1.0,,,,
118,2023-01-04,Tata Motors,Nexon EV,Electric SUV,West,1519123.03,10.0,191.0,11089598.12,127.5,29.0,10.0,86977.24,0.0,Winter,1,1,Wednesday,0,0,1,1.0,0.0,1.0,,,,
119,2023-01-04,Tata Motors,Nexon EV,Electric SUV,Central,1500102.95,14.0,239.0,15331052.15,188.5,42.0,6.0,81331.842,0.0,Winter,1,1,Wednesday,0,0,0,1.0,0.0,0.0,,,,
120,2023-01-05,Tata Motors,Tiago,Hatchback,North,565101.51,24.0,186.0,9900578.46,204.5,44.0,12.0,48413.587,0.01,Winter,1,1,Thursday,0,0,1,1.08,8.0,0.0,,,,
121,2023-01-05,Tata Motors,Tiago,Hatchback,South,528622.13,13.0,272.0,5016624.01,193.0,54.0,8.0,25992.871,0.01,Winter,1,1,Thursday,0,0,0,1.08,1.0,0.0,,,,
122,2023-01-05,Tata Motors,Tiago,Hatchback,East,526145.66,10.0,224.0,3840863.32,211.0,24.0,9.0,18203.144,0.02,Winter,1,1,Thursday,0,0,0,1.08,2.0,0.0,,,,
123,2023-01-05,Tata Motors,Tiago,Hatchback,West,575996.24,10.0,265.0,4204772.55,256.5,43.0,15.0,16392.875,0.02,Winter,1,1,Thursday,0,0,0,1.08,11.0,0.0,,,,
124,2023-01-05,Tata Motors,Tiago,Hatchback,Central,574361.89,17.0,248.0,7127831.05,208.0,51.0,5.0,34268.419,0.01,Winter,1,1,Thursday,0,0,0,1.08,6.0,0.0,,,,
125,2023-01-05,Tata Motors,Tigor,Sedan,North,705403.64,5.0,278.0,2574723.29,236.0,47.0,6.0,10909.844,0.03,Winter,1,1,Thursday,0,0,1,1.0,7.0,0.0,,,,
126,2023-01-05,Tata Motors,Tigor,Sedan,South,720192.75,7.0,114.0,3680184.95,163.0,50.0,13.0,22577.822,0.02,Winter,1,1,Thursday,0,0,0,1.0,9.0,0.0,,,,
127,2023-01-05,Tata Motors,Tigor,Sedan,East,666898.03,10.0,219.0,4868355.62,138.0,47.0,12.0,35277.939,0.01,Winter,1,1,Thursday,0,0,1,1.0,10.0,0.0,,,,
128,2023-01-05,Tata Motors,Tigor,Sedan,West,726128.76,,78.0,5830813.94,76.5,20.0,4.0,76219.79,0.0,Winter,1,1,Thursday,0,0,0,1.0,6.0,0.0,,,,
129,2023-01-05,Tata Motors,Tigor,Sedan,Central,698614.24,9.0,137.0,4589895.56,88.5,43.0,9.0,51863.227,0.01,Winter,1,1,Thursday,0,0,0,1.0,7.0,0.0,,,,
