Date,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Warranty_Years,Export_Units
2023-01-01,Hyundai India,Venue,Compact SUV,West,834061.01,11.0,190.0,6605763.2,191.0,17.0,17.0,34585.148,0.01,Winter,1,1,Sunday,1,0,0,1.0,7,39
2023-01-01,Hyundai India,Venue,Compact SUV,Central,778970.54,12.0,154.0,6730305.47,176.5,30.0,8.0,38132.042,0.01,Winter,1,1,Sunday,1,0,1,1.0,7,39
2023-01-01,Hyundai India,Alcazar,MPV,North,1539009.12,4.0,236.0,4432346.27,141.5,50.0,8.0,31324.002,0.01,Winter,1,1,Sunday,1,0,0,1.0,3,4
2023-01-01,Hyundai India,Alcazar,MPV,South,1628867.7,7.0,72.0,8209493.21,81.0,40.0,,101351.768,0.0,Winter,1,1,Sunday,1,0,0,1.0,3,40
2023-01-01,Hyundai India,Alcazar,MPV,East,1578982.43,5.0,226.0,5684336.75,146.0,25.0,6.0,38933.813,0.01,Winter,1,1,Sunday,1,0,0,1.0,7,14
2023-01-01,Hyundai India,Alcazar,MPV,West,1611300.29,8.0,80.0,9281089.67,86.0,38.0,14.0,107919.647,0.0,Winter,1,1,Sunday,1,0,0,1.0,7,33
2023-01-01,Hyundai India,Alcazar,MPV,Central,1629482.25,7.0,148.0,8212590.54,149.0,16.0,12.0,55118.057,0.01,Winter,1,1,Sunday,1,0,0,1.0,7,0
2023-01-01,Hyundai India,Tucson,Premium SUV,North,2975617.8,1.0,43.0,2142444.82,47.5,28.0,17.0,45104.101,0.01,Winter,1,1,Sunday,1,0,0,1.0,3,4
2023-01-01,Hyundai India,Tucson,Premium SUV,South,2851843.27,7.0,226.0,14373290.08,135.0,32.0,5.0,106468.815,0.0,Winter,1,1,Sunday,1,0,0,1.0,3,1
2023-01-01,Hyundai India,Tucson,Premium SUV,East,2952609.3,6.0,176.0,12755272.18,161.5,16.0,13.0,78980.013,0.0,Winter,1,1,Sunday,1,0,0,1.0,3,18
2023-01-01,Hyundai India,Tucson,Premium SUV,West,2822545.21,1.0,169.0,2032232.55,109.5,24.0,7.0,18559.201,0.02,Winter,1,1,Sunday,1,0,0,1.0,3,33
2023-01-01,Hyundai India,Tucson,Premium SUV,Central,2981452.98,7.0,122.0,15026523.02,120.5,16.0,5.0,124701.436,0.0,Winter,1,1,Sunday,1,0,0,1.0,7,10
2023-01-02,Hyundai India,i20,Hatchback,North,761537.31,,63.0,8224602.95,56.0,28.0,7.0,146867.91,0.0,Winter,1,1,Monday,0,0,1,1.08,3,26
2023-01-02,Hyundai India,i20,Hatchback,South,733768.74,13.0,104.0,6868075.41,112.0,47.0,9.0,61322.102,0.01,Winter,1,1,Monday,0,0,0,1.08,3,4
2023-01-02,Hyundai India,i20,Hatchback,East,738593.52,13.0,186.0,6913235.35,183.5,52.0,7.0,37674.307,0.01,Winter,1,1,Monday,0,0,0,1.08,5,38
2023-01-02,Hyundai India,i20,Hatchback,West,736571.9,21.0,103.0,11136967.13,92.0,49.0,13.0,121053.991,0.0,Winter,1,1,Monday,0,0,0,1.08,3,10
2023-01-02,Hyundai India,i20,Hatchback,Central,727052.07,8.0,41.0,4187819.92,46.5,49.0,8.0,90060.643,0.0,Winter,1,1,Monday,0,0,0,1.08,3,29
2023-01-02,Hyundai India,Verna,Sedan,North,1052247.52,9.0,96.0,6818563.93,106.0,25.0,10.0,64326.075,0.01,Winter,1,1,Monday,0,0,1,1.0,7,38
2023-01-02,Hyundai India,Verna,Sedan,South,1105523.73,6.0,204.0,,183.0,51.0,10.0,26097.609,0.01,Winter,1,1,Monday,0,0,1,1.0,3,30
2023-01-02,Hyundai India,Verna,Sedan,East,1076516.19,9.0,59.0,6975824.91,72.5,43.0,14.0,96218.275,0.0,Winter,1,1,Monday,0,0,1,1.0,7,11
2023-01-02,Hyundai India,Verna,Sedan,West,1083638.79,4.0,114.0,3120879.72,159.5,47.0,6.0,19566.644,0.02,Winter,1,1,Monday,0,0,0,1.0,7,37
2023-01-02,Hyundai India,Verna,Sedan,Central,1124085.7,9.0,90.0,7284075.34,149.5,28.0,14.0,48722.912,0.01,Winter,1,1,Monday,0,0,1,1.0,3,11
2023-01-02,Hyundai India,Creta,SUV,North,1200103.04,7.0,182.0,6048519.32,119.5,15.0,6.0,50615.224,0.01,Winter,1,1,Monday,0,0,1,1.0,7,47
2023-01-02,Hyundai India,Creta,SUV,South,1203311.59,13.0,154.0,11262996.48,177.0,34.0,5.0,63632.748,0.01,Winter,1,1,Monday,0,0,0,1.0,5,47
2023-01-02,Hyundai India,Creta,SUV,East,1175358.5,9.0,135.0,7616323.08,139.0,32.0,16.0,54793.691,0.01,Winter,1,1,Monday,0,0,1,1.0,7,35
2023-01-02,Hyundai India,Creta,SUV,West,1184303.39,,210.0,14495873.49,163.0,27.0,7.0,88931.739,0.0,Winter,1,1,Monday,0,0,0,1.0,5,12
2023-01-02,Hyundai India,Creta,SUV,Central,1197401.37,12.0,129.0,10345547.84,110.0,45.0,11.0,94050.435,0.0,Winter,1,1,Monday,0,0,0,1.0,5,4
2023-01-02,Hyundai India,Venue,Compact SUV,North,778386.94,20.0,125.0,11208771.94,100.0,19.0,12.0,112087.719,0.0,Winter,1,1,Monday,0,0,0,1.0,7,17
2023-01-02,Hyundai India,Venue,Compact SUV,South,782283.72,12.0,188.0,6758931.34,200.5,20.0,7.0,33710.381,0.01,Winter,1,1,Monday,0,0,0,1.0,3,10
2023-01-02,Hyundai India,Venue,Compact SUV,East,765166.46,9.0,,4958278.66,145.0,35.0,14.0,34195.025,0.01,Winter,1,1,Monday,0,0,0,1.0,5,5
2023-01-02,Hyundai India,Venue,Compact SUV,West,799100.97,8.0,44.0,4602821.59,80.0,53.0,5.0,57535.27,0.01,Winter,1,1,Monday,0,0,0,1.0,5,25
2023-01-02,Hyundai India,Venue,Compact SUV,Central,823470.71,10.0,235.0,5928989.11,179.0,25.0,12.0,33122.844,0.01,Winter,1,1,Monday,0,0,1,1.0,7,49
2023-01-02,Hyundai India,Alcazar,MPV,North,1562242.41,4.0,74.0,4499258.14,64.5,20.0,14.0,69755.94,0.01,Winter,1,1,Monday,0,0,0,1.0,5,36
2023-01-02,Hyundai India,Alcazar,MPV,South,1548175.82,6.0,226.0,6688119.54,216.0,18.0,11.0,30963.516,0.01,Winter,1,1,Monday,0,0,0,1.0,5,22
2023-01-02,Hyundai India,Alcazar,MPV,East,1628439.94,3.0,249.0,3517430.27,196.5,22.0,16.0,17900.408,0.02,Winter,1,1,Monday,0,0,0,1.0,5,4
2023-01-02,Hyundai India,Alcazar,MPV,West,1673418.05,10.0,249.0,12048609.96,224.5,49.0,13.0,53668.641,0.01,Winter,1,1,Monday,0,0,0,1.0,7,12
2023-01-02,Hyundai India,Alcazar,MPV,Central,1623496.44,4.0,84.0,4675669.75,91.0,49.0,11.0,51380.986,0.01,Winter,1,1,Monday,0,0,0,1.0,7,37
2023-01-02,Hyundai India,Tucson,Premium SUV,North,2861662.19,5.0,90.0,10301983.88,86.0,28.0,14.0,119790.51,0.0,Winter,1,1,Monday,0,0,1,1.0,5,1
2023-01-02,Hyundai India,Tucson,Premium SUV,South,2860290.43,2.0,153.0,4118818.22,133.5,26.0,5.0,30852.571,0.01,Winter,1,1,Monday,0,0,0,1.0,3,18
2023-01-02,Hyundai India,Tucson,Premium SUV,East,2934358.5,3.0,100.0,6338214.36,147.0,34.0,17.0,43117.104,0.01,Winter,1,1,Monday,0,0,1,1.0,5,6
2023-01-02,Hyundai India,Tucson,Premium SUV,West,2865739.52,6.0,202.0,12379994.73,158.5,24.0,10.0,78107.222,0.0,Winter,1,1,Monday,0,0,0,1.0,3,29
2023-01-02,Hyundai India,Tucson,Premium SUV,Central,2775068.33,4.0,249.0,7992196.79,209.0,46.0,15.0,38240.176,0.01,Winter,1,1,Monday,0,0,0,1.0,5,8
2023-01-03,Hyundai India,i20,Hatchback,North,779744.01,17.0,142.0,9544066.68,111.0,46.0,8.0,85982.583,0.0,Winter,1,1,Tuesday,0,0,1,1.08,3,22
2023-01-03,Hyundai India,i20,Hatchback,South,716795.07,14.0,94.0,7225294.31,115.5,51.0,17.0,62556.661,0.01,Winter,1,1,Tuesday,0,0,1,1.08,3,17
2023-01-03,Hyundai India,i20,Hatchback,East,773779.64,11.0,240.0,6128334.75,140.5,35.0,11.0,43618.041,0.01,Winter,1,1,Tuesday,0,0,1,1.08,5,30
2023-01-03,Hyundai India,i20,Hatchback,West,728647.87,18.0,185.0,9443276.4,158.5,21.0,7.0,59579.031,0.01,Winter,1,1,Tuesday,0,0,0,1.08,7,1
2023-01-03,Hyundai India,i20,Hatchback,Central,781589.52,15.0,76.0,8441166.82,133.5,27.0,16.0,63229.714,0.01,Winter,1,1,Tuesday,0,0,0,1.08,7,48
2023-01-03,Hyundai India,Verna,Sedan,North,1127164.15,3.0,60.0,2434674.56,48.5,38.0,7.0,50199.475,0.01,Winter,1,1,Tuesday,0,0,0,1.0,7,14
2023-01-03,Hyundai India,Verna,Sedan,South,1147472.78,8.0,70.0,6609443.21,128.5,39.0,6.0,51435.356,0.01,Winter,1,1,Tuesday,0,0,0,1.0,3,17
2023-01-03,Hyundai India,Verna,Sedan,East,1105264.25,10.0,140.0,,143.0,27.0,8.0,55649.669,0.01,Winter,1,1,Tuesday,0,0,0,1.0,3,47
2023-01-03,Hyundai India,Verna,Sedan,West,1072737.86,8.0,49.0,6178970.07,71.0,49.0,15.0,87027.747,0.0,Winter,1,1,Tuesday,0,0,0,1.0,5,25
2023-01-03,Hyundai India,Verna,Sedan,Central,1139158.02,7.0,158.0,5741356.42,163.0,36.0,15.0,35223.046,0.01,Winter,1,1,Tuesday,0,0,0,1.0,3,44
2023-01-03,Hyundai India,Creta,SUV,North,1129909.07,14.0,155.0,11389483.43,171.0,24.0,14.0,66605.166,0.01,Winter,1,1,Tuesday,0,0,0,1.0,5,33
2023-01-03,Hyundai India,Creta,SUV,South,1138890.96,8.0,197.0,6560011.93,170.0,42.0,6.0,38588.305,0.01,Winter,1,1,Tuesday,0,0,0,1.0,7,22
2023-01-03,Hyundai India,Creta,SUV,East,1154582.09,16.0,110.0,13300785.68,111.0,17.0,6.0,119826.898,0.0,Winter,1,1,Tuesday,0,0,0,1.0,3,10
2023-01-03,Hyundai India,Creta,SUV,West,1193751.11,16.0,63.0,13752012.79,60.5,38.0,6.0,227305.997,0.0,Winter,1,1,Tuesday,0,0,0,1.0,3,3
2023-01-03,Hyundai India,Creta,SUV,Central,1124372.79,10.0,166.0,8095484.09,143.0,35.0,11.0,56611.777,0.01,Winter,1,1,Tuesday,0,0,0,1.0,5,11
2023-01-03,Hyundai India,Venue,Compact SUV,North,775226.41,13.0,218.0,7256119.2,147.0,36.0,17.0,49361.355,0.01,Winter,1,1,Tuesday,0,0,1,1.0,5,33
2023-01-03,Hyundai India,Venue,Compact SUV,South,811240.1,10.0,169.0,,120.5,19.0,13.0,48472.438,0.01,Winter,1,1,Tuesday,0,0,1,1.0,5,23
2023-01-03,Hyundai India,Venue,Compact SUV,East,776910.88,17.0,212.0,9509389.17,157.0,42.0,10.0,60569.358,0.01,Winter,1,1,Tuesday,0,0,0,1.0,7,4
2023-01-03,Hyundai India,Venue,Compact SUV,West,760398.85,10.0,56.0,5474871.72,117.5,41.0,15.0,46594.653,0.01,Winter,1,1,Tuesday,0,0,0,1.0,5,49
2023-01-03,Hyundai India,Venue,Compact SUV,Central,828367.78,11.0,84.0,6560672.82,133.0,50.0,9.0,49328.367,0.01,Winter,1,1,Tuesday,0,0,1,1.0,3,33
2023-01-03,Hyundai India,Alcazar,MPV,North,1545306.25,8.0,249.0,8900964.0,155.5,33.0,15.0,57240.926,0.01,Winter,1,1,Tuesday,0,0,0,1.0,5,38
2023-01-03,Hyundai India,Alcazar,MPV,South,1671139.64,12.0,233.0,14438646.49,180.0,,17.0,80214.703,0.0,Winter,1,1,Tuesday,0,0,0,1.0,5,1
2023-01-03,Hyundai India,Alcazar,MPV,East,1552078.42,2.0,172.0,2234992.92,184.0,47.0,10.0,12146.701,0.03,Winter,1,1,Tuesday,0,0,0,1.0,3,35
2023-01-03,Hyundai India,Alcazar,MPV,West,1596775.15,5.0,146.0,5748390.54,134.5,15.0,8.0,42738.963,0.01,Winter,1,1,Tuesday,0,0,0,1.0,7,3
2023-01-03,Hyundai India,Alcazar,MPV,Central,1623297.94,8.0,86.0,9350196.13,152.0,45.0,13.0,61514.448,0.01,Winter,1,1,Tuesday,0,0,1,1.0,7,40
2023-01-03,Hyundai India,Tucson,Premium SUV,North,2984107.92,4.0,214.0,8594230.81,135.5,33.0,7.0,63426.058,0.01,Winter,1,1,Tuesday,0,0,0,1.0,7,43
2023-01-03,Hyundai India,Tucson,Premium SUV,South,2772593.16,0.0,149.0,0.0,147.5,45.0,6.0,0.0,0.0,Winter,1,1,Tuesday,0,0,1,1.0,5,42
2023-01-03,Hyundai India,Tucson,Premium SUV,East,2793995.9,1.0,53.0,2011677.05,58.0,39.0,15.0,34684.087,0.01,Winter,1,1,Tuesday,0,0,1,1.0,5,25
2023-01-03,Hyundai India,Tucson,Premium SUV,West,2788648.99,7.0,208.0,14054790.91,192.0,47.0,,73202.036,0.0,Winter,1,1,Tuesday,0,0,0,1.0,3,11
2023-01-03,Hyundai India,Tucson,Premium SUV,Central,3030991.42,1.0,93.0,2182313.82,87.5,46.0,17.0,24940.729,0.01,Winter,1,1,Tuesday,0,0,0,1.0,5,48
2023-01-04,Hyundai India,i20,Hatchback,North,741684.92,13.0,165.0,6942170.85,157.0,32.0,17.0,44217.649,0.01,Winter,1,1,Wednesday,0,0,0,1.08,5,28
2023-01-04,Hyundai India,i20,Hatchback,South,775795.53,12.0,217.0,6702873.38,138.0,29.0,17.0,48571.546,0.01,Winter,1,1,Wednesday,0,0,0,1.08,3,12
2023-01-04,Hyundai India,i20,Hatchback,East,768917.64,13.0,166.0,7197069.11,121.5,35.0,5.0,59235.137,0.01,Winter,1,1,Wednesday,0,0,1,1.08,3,13
2023-01-04,Hyundai India,i20,Hatchback,West,744904.18,12.0,92.0,6435972.12,123.0,40.0,17.0,52324.977,0.01,Winter,1,1,Wednesday,0,0,0,1.08,5,15
2023-01-04,Hyundai India,i20,Hatchback,Central,741587.71,10.0,79.0,5339431.51,95.0,25.0,11.0,56204.542,0.01,Winter,1,1,Wednesday,0,0,1,1.08,7,3
2023-01-04,Hyundai India,Verna,Sedan,North,1079587.97,5.0,115.0,3886516.69,135.0,46.0,9.0,28789.013,0.01,Winter,1,1,Wednesday,0,0,1,1.0,7,44
2023-01-04,Hyundai India,Verna,Sedan,South,1086164.74,15.0,101.0,11730579.19,71.0,17.0,10.0,165219.425,0.0,Winter,1,1,Wednesday,0,0,1,1.0,7,39
2023-01-04,Hyundai India,Verna,Sedan,East,1116131.9,6.0,211.0,4821689.81,160.5,44.0,14.0,30041.681,0.01,Winter,1,1,Wednesday,0,0,1,1.0,5,17
2023-01-04,Hyundai India,Verna,Sedan,West,1052393.83,7.0,149.0,5304064.9,99.0,28.0,12.0,53576.413,0.01,Winter,1,1,Wednesday,0,0,1,1.0,3,31
2023-01-04,Hyundai India,Verna,Sedan,Central,1138010.69,10.0,126.0,8193676.97,103.5,47.0,16.0,79165.961,0.0,Winter,1,1,Wednesday,0,0,0,1.0,3,29
2023-01-04,Hyundai India,Creta,SUV,North,1139121.54,15.0,215.0,12302512.63,147.5,45.0,11.0,83406.865,0.0,Winter,1,1,Wednesday,0,0,1,1.0,5,1
2023-01-04,Hyundai India,Creta,SUV,South,1139649.93,14.0,222.0,11487671.29,159.5,52.0,10.0,72023.017,0.01,Winter,1,1,Wednesday,0,0,0,1.0,5,5
2023-01-04,Hyundai India,Creta,SUV,East,1177892.46,10.0,101.0,8480825.71,136.0,21.0,8.0,62359.013,0.01,Winter,1,1,Wednesday,0,0,0,1.0,3,42
2023-01-04,Hyundai India,Creta,SUV,West,1127557.58,15.0,175.0,12177621.86,149.0,23.0,14.0,81729.006,0.0,Winter,1,1,Wednesday,0,0,0,1.0,5,7
2023-01-04,Hyundai India,Creta,SUV,Central,1146210.26,9.0,44.0,7427442.48,61.5,24.0,9.0,120771.422,0.0,Winter,1,1,Wednesday,0,0,0,1.0,5,8
2023-01-04,Hyundai India,Venue,Compact SUV,North,769318.01,13.0,165.0,7200816.57,121.5,36.0,7.0,59265.98,0.01,Winter,1,1,Wednesday,0,0,0,1.0,5,42
2023-01-04,Hyundai India,Venue,Compact SUV,South,770153.17,7.0,96.0,,89.5,28.0,8.0,43369.519,0.01,Winter,1,1,Wednesday,0,0,0,1.0,3,8
2023-01-04,Hyundai India,Venue,Compact SUV,East,779947.9,9.0,157.0,5054062.39,118.0,45.0,5.0,42831.037,0.01,Winter,1,1,Wednesday,0,0,0,1.0,3,16
2023-01-04,Hyundai India,Venue,Compact SUV,West,805906.25,15.0,107.0,8703787.5,112.5,20.0,14.0,77367.0,0.0,Winter,1,1,Wednesday,0,0,1,1.0,5,19
2023-01-04,Hyundai India,Venue,Compact SUV,Central,810264.0,16.0,49.0,9334241.28,46.5,53.0,12.0,200736.372,0.0,Winter,1,1,Wednesday,0,0,1,1.0,5,41
2023-01-04,Hyundai India,Alcazar,MPV,North,1598527.08,7.0,56.0,8056576.48,67.0,43.0,14.0,120247.41,0.0,Winter,1,1,Wednesday,0,0,1,1.0,3,47
2023-01-04,Hyundai India,Alcazar,MPV,South,1621872.15,10.0,245.0,11677479.48,180.0,31.0,17.0,64874.886,0.01,Winter,1,1,Wednesday,0,0,1,1.0,5,10
2023-01-04,Hyundai India,Alcazar,MPV,East,1636083.65,9.0,40.0,10601822.05,71.5,45.0,15.0,148277.231,0.0,Winter,1,1,Wednesday,0,0,0,1.0,7,20
2023-01-04,Hyundai India,Alcazar,MPV,West,1522839.24,9.0,150.0,9867998.28,107.0,42.0,17.0,92224.283,0.0,Winter,1,1,Wednesday,0,0,0,1.0,7,28
2023-01-04,Hyundai India,Alcazar,MPV,Central,1551993.16,5.0,116.0,5587175.38,158.0,29.0,6.0,35361.869,0.01,Winter,1,1,Wednesday,0,0,1,1.0,7,9
2023-01-04,Hyundai India,Tucson,Premium SUV,North,2938979.54,7.0,45.0,14812456.88,96.5,16.0,14.0,153496.962,0.0,Winter,1,1,Wednesday,0,0,0,1.0,7,38
2023-01-04,Hyundai India,Tucson,Premium SUV,South,2938576.15,5.0,161.0,10578874.14,185.0,34.0,10.0,57183.103,0.01,Winter,1,1,Wednesday,0,0,1,1.0,5,10
2023-01-04,Hyundai India,Tucson,Premium SUV,East,2990852.43,1.0,218.0,2153413.75,217.0,54.0,9.0,9923.566,0.04,Winter,1,1,Wednesday,0,0,1,1.0,7,18
2023-01-04,Hyundai India,Tucson,Premium SUV,West,2924817.81,0.0,46.0,0.0,103.0,52.0,5.0,0.0,0.0,Winter,1,1,Wednesday,0,0,1,1.0,3,45
2023-01-04,Hyundai India,Tucson,Premium SUV,Central,2873412.59,4.0,203.0,8275428.26,132.5,22.0,9.0,62456.062,0.01,Winter,1,1,Wednesday,0,0,0,1.0,3,44
2023-01-05,Hyundai India,i20,Hatchback,North,770469.57,9.0,107.0,4992642.81,162.5,31.0,17.0,30723.956,0.01,Winter,1,1,Thursday,0,0,1,1.08,7,3
2023-01-05,Hyundai India,i20,Hatchback,South,764426.14,16.0,99.0,8806189.13,131.0,28.0,11.0,67222.818,0.01,Winter,1,1,Thursday,0,0,0,1.08,5,1
2023-01-05,Hyundai India,i20,Hatchback,East,729932.49,7.0,94.0,3678859.75,131.5,33.0,6.0,27976.12,0.01,Winter,1,1,Thursday,0,0,1,1.08,5,30
2023-01-05,Hyundai India,i20,Hatchback,West,749331.74,17.0,207.0,9171820.5,145.0,24.0,12.0,63253.934,0.01,Winter,1,1,Thursday,0,0,1,1.08,5,29
2023-01-05,Hyundai India,i20,Hatchback,Central,780439.37,18.0,102.0,10114494.24,136.0,27.0,8.0,74371.281,0.0,Winter,1,1,Thursday,0,0,0,1.08,3,11
2023-01-05,Hyundai India,Verna,Sedan,North,1049479.09,6.0,202.0,4533749.67,161.0,49.0,7.0,28159.936,0.01,Winter,1,1,Thursday,0,0,0,1.0,3,15
2023-01-05,Hyundai India,Verna,Sedan,South,1127766.43,6.0,238.0,4871950.98,166.0,49.0,7.0,29349.102,0.01,Winter,1,1,Thursday,0,0,0,1.0,3,5
2023-01-05,Hyundai India,Verna,Sedan,East,1151331.52,4.0,233.0,3315834.78,137.0,16.0,5.0,24203.174,0.02,Winter,1,1,Thursday,0,0,1,1.0,5,39
2023-01-05,Hyundai India,Verna,Sedan,West,1055049.2,9.0,69.0,6836718.82,103.5,34.0,16.0,66055.254,0.01,Winter,1,1,Thursday,0,0,1,1.0,5,30
2023-01-05,Hyundai India,Verna,Sedan,Central,1141135.81,13.0,249.0,10681031.18,153.0,33.0,15.0,69810.661,0.01,Winter,1,1,Thursday,0,0,1,1.0,3,37
2023-01-05,Hyundai India,Creta,SUV,North,1125765.48,16.0,42.0,12968818.33,110.0,25.0,6.0,117898.348,0.0,Winter,1,1,Thursday,0,0,1,1.0,5,21
2023-01-05,Hyundai India,Creta,SUV,South,1181265.45,11.0,73.0,9355622.36,136.5,15.0,17.0,68539.358,0.01,Winter,1,1,Thursday,0,0,0,1.0,3,10
2023-01-05,Hyundai India,Creta,SUV,East,1182533.1,18.0,115.0,15325628.98,94.5,20.0,15.0,162175.968,0.0,Winter,1,1,Thursday,0,0,1,1.0,7,17
2023-01-05,Hyundai India,Creta,SUV,West,1130567.79,11.0,139.0,8954096.9,137.5,20.0,15.0,65120.705,0.01,Winter,1,1,Thursday,0,0,1,1.0,3,38
2023-01-05,Hyundai India,Creta,SUV,Central,1190382.76,15.0,206.0,12856133.81,200.0,,14.0,64280.669,0.01,Winter,1,1,Thursday,0,0,0,1.0,5,26
2023-01-05,Hyundai India,Venue,Compact SUV,North,810272.8,12.0,200.0,7000756.99,188.0,,5.0,37238.069,0.01,Winter,1,1,Thursday,0,0,0,1.0,5,1
2023-01-05,Hyundai India,Venue,Compact SUV,South,835336.43,14.0,84.0,8420191.21,72.0,54.0,7.0,116947.1,0.0,Winter,1,1,Thursday,0,0,0,1.0,7,46
2023-01-05,Hyundai India,Venue,Compact SUV,East,823764.3,12.0,233.0,7117323.55,185.0,21.0,12.0,38472.019,0.01,Winter,1,1,Thursday,0,0,1,1.0,7,29
2023-01-05,Hyundai India,Venue,Compact SUV,West,768731.19,13.0,85.0,7195323.94,111.0,39.0,17.0,64822.738,0.01,Winter,1,1,Thursday,0,0,0,1.0,3,6
2023-01-05,Hyundai India,Venue,Compact SUV,Central,781594.62,9.0,77.0,5064733.14,84.0,47.0,17.0,60294.442,0.01,Winter,1,1,Thursday,0,0,1,1.0,5,6
2023-01-05,Hyundai India,Alcazar,MPV,North,1614929.01,4.0,82.0,4650995.55,87.5,52.0,5.0,53154.235,0.01,Winter,1,1,Thursday,0,0,1,1.0,5,33
2023-01-05,Hyundai India,Alcazar,MPV,South,1588736.56,7.0,87.0,8007232.26,102.0,24.0,12.0,78502.277,0.0,Winter,1,1,Thursday,0,0,1,1.0,3,33
2023-01-05,Hyundai India,Alcazar,MPV,East,1582589.73,5.0,214.0,5697323.03,189.5,26.0,8.0,30065.029,0.01,Winter,1,1,Thursday,0,0,0,1.0,3,3
2023-01-05,Hyundai India,Alcazar,MPV,West,1630780.32,7.0,48.0,8219132.81,81.0,30.0,16.0,101470.775,0.0,Winter,1,1,Thursday,0,0,1,1.0,5,28
2023-01-05,Hyundai India,Alcazar,MPV,Central,1616706.53,2.0,120.0,2328057.4,101.5,27.0,5.0,22936.526,0.02,Winter,1,1,Thursday,0,0,1,1.0,3,10
2023-01-05,Hyundai India,Tucson,Premium SUV,North,3023528.77,4.0,220.0,8707762.86,129.0,47.0,13.0,67502.038,0.01,Winter,1,1,Thursday,0,0,1,1.0,5,12
